column,selected,seen,scheme_name,label_key,value,concept_uri,pref_label,broader_uri,depth,n_children,is_leaf
k_methods_sub_sub|2,0,0,Methods,k_methods_sub_sub,2,https://vocab.destiny-evidence.org/methods/DSNY000532,3. Non-randomised,https://vocab.destiny-evidence.org/methods/DSNY000529,3,0,True
k_geographic-feature-and-biomes|17,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,17,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000494,Tundra,,1,0,True
k_geographic-feature-and-biomes|19,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,19,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000154,Wetland / peatland,,1,0,True
k_geographic-location|0,0,0,Geographic location [automation planned],k_geographic-location,0,https://vocab.destiny-evidence.org/geographic-location/DSNY000630,Africa (example),,1,0,True
k_governance-scale|0,0,9,Governance scale,k_governance-scale,0,https://vocab.destiny-evidence.org/governance-scale/DSNY000127,Global (Governance scale),,1,0,True
k_governance-scale|1,0,9,Governance scale,k_governance-scale,1,https://vocab.destiny-evidence.org/governance-scale/DSNY000229,International - multi-country (Governance scale),,1,0,True
k_geographic-feature-and-biomes|9,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,9,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000662,Mediterranean / chaparral,,1,0,True
k_geographic-feature-and-biomes|11,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,11,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000148,Ocean / marine,,1,0,True
k_geographic-feature-and-biomes|13,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,13,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000143,Temperate forest,,1,0,True
k_geographic-feature-and-biomes|14,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,14,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000661,Temperate grassland,,1,0,True
k_geographic-feature-and-biomes|15,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,15,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000145,Tropical grassland / savanna,,1,0,True
k_geographic-feature-and-biomes|16,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,16,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000660,Tropical rainforest,,1,0,True
k_methods_sub_sub|3,0,0,Methods,k_methods_sub_sub,3,https://vocab.destiny-evidence.org/methods/DSNY000540,4. Randomisation unclear,https://vocab.destiny-evidence.org/methods/DSNY000529,3,0,True
k_methods_sub_sub_sub|0,0,0,Methods,k_methods_sub_sub_sub,0,https://vocab.destiny-evidence.org/methods/DSNY000539,(Propensity score) Matched differences-in-differences,https://vocab.destiny-evidence.org/methods/DSNY000531,4,0,True
k_methods_sub_sub_sub|1,0,0,Methods,k_methods_sub_sub_sub,1,https://vocab.destiny-evidence.org/methods/DSNY000533,Difference-in-differences / event study,https://vocab.destiny-evidence.org/methods/DSNY000531,4,0,True
k_methods_sub_sub_sub|2,0,0,Methods,k_methods_sub_sub_sub,2,https://vocab.destiny-evidence.org/methods/DSNY000538,Fixed effects / panel regression,https://vocab.destiny-evidence.org/methods/DSNY000531,4,0,True
k_methods_sub_sub_sub|3,0,0,Methods,k_methods_sub_sub_sub,3,https://vocab.destiny-evidence.org/methods/DSNY000534,Instrumental variables,https://vocab.destiny-evidence.org/methods/DSNY000531,4,0,True
k_methods_sub_sub_sub|4,0,0,Methods,k_methods_sub_sub_sub,4,https://vocab.destiny-evidence.org/methods/DSNY000535,Regression discontinuity,https://vocab.destiny-evidence.org/methods/DSNY000531,4,0,True
k_methods_sub_sub_sub|5,0,0,Methods,k_methods_sub_sub_sub,5,https://vocab.destiny-evidence.org/methods/DSNY000536,Synthetic control,https://vocab.destiny-evidence.org/methods/DSNY000531,4,0,True
k_methods_sub_sub_a|0,0,0,Methods,k_methods_sub_sub_a,0,https://vocab.destiny-evidence.org/methods/DSNY000528,Single arm trial / single arm experiment,https://vocab.destiny-evidence.org/methods/DSNY000527,3,0,True
k_methods_sub_sub_c|0,0,7,Methods,k_methods_sub_sub_c,0,https://vocab.destiny-evidence.org/methods/DSNY000547,Computable general equilibrium (CGE) model,https://vocab.destiny-evidence.org/methods/DSNY000545,3,0,True
k_methods_sub_sub_c|1,0,7,Methods,k_methods_sub_sub_c,1,https://vocab.destiny-evidence.org/methods/DSNY000546,Integrated assessment model (IAM) / health impact projection,https://vocab.destiny-evidence.org/methods/DSNY000545,3,0,True
k_population-age_sub_a|0,0,0,Population - Age,k_population-age_sub_a,0,https://vocab.destiny-evidence.org/population-age/DSNY000252,3.1. Preschool child (2-5 years),https://vocab.destiny-evidence.org/population-age/DSNY000251,2,0,True
k_population-age_sub_a|1,0,0,Population - Age,k_population-age_sub_a,1,https://vocab.destiny-evidence.org/population-age/DSNY000253,3.2. Child (6-12 years),https://vocab.destiny-evidence.org/population-age/DSNY000251,2,0,True
k_methods_sub_sub_d|0,0,1,Methods,k_methods_sub_sub_d,0,https://vocab.destiny-evidence.org/methods/DSNY000523,Case-control / mached sample design,https://vocab.destiny-evidence.org/methods/DSNY000522,3,0,True
k_methods_sub_sub_d|2,0,1,Methods,k_methods_sub_sub_d,2,https://vocab.destiny-evidence.org/methods/DSNY000525,Controlled before-after (CBA),https://vocab.destiny-evidence.org/methods/DSNY000522,3,0,True
k_methods_sub_sub_d|3,0,1,Methods,k_methods_sub_sub_d,3,https://vocab.destiny-evidence.org/methods/DSNY000526,Interrupted time series (controlled),https://vocab.destiny-evidence.org/methods/DSNY000522,3,0,True
k_methods_sub_sub_e|0,0,1,Methods,k_methods_sub_sub_e,0,https://vocab.destiny-evidence.org/methods/DSNY000520,Before-after / pre-post study,https://vocab.destiny-evidence.org/methods/DSNY000519,3,0,True
k_methods_sub_sub_f|0,0,0,Methods,k_methods_sub_sub_f,0,https://vocab.destiny-evidence.org/methods/DSNY000665,Ethnographic,https://vocab.destiny-evidence.org/methods/DSNY000541,3,0,True
k_methods_sub_sub_f|1,0,0,Methods,k_methods_sub_sub_f,1,https://vocab.destiny-evidence.org/methods/DSNY000543,Focus group,https://vocab.destiny-evidence.org/methods/DSNY000541,3,0,True
k_methods_sub_sub_f|2,0,0,Methods,k_methods_sub_sub_f,2,https://vocab.destiny-evidence.org/methods/DSNY000542,Interviews,https://vocab.destiny-evidence.org/methods/DSNY000541,3,0,True
k_methods_sub_a|1,0,7,Methods,k_methods_sub_a,1,https://vocab.destiny-evidence.org/methods/DSNY000208,Health technology assessment (HTA),https://vocab.destiny-evidence.org/methods/DSNY000198,2,0,True
k_methods_sub_a|2,0,7,Methods,k_methods_sub_a,2,https://vocab.destiny-evidence.org/methods/DSNY000637,Meta-analysis (unsystematic),https://vocab.destiny-evidence.org/methods/DSNY000198,2,0,True
k_methods_sub_a_sub|0,0,1,Methods,k_methods_sub_a_sub,0,https://vocab.destiny-evidence.org/methods/DSNY000205,Evidence map / evidence gap map,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_geographic-feature-and-biomes|2,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,2,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000497,Coral reef,,1,0,True
k_geographic-feature-and-biomes|4,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,4,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000142,Desert (arid/semi-arid),,1,0,True
k_geographic-feature-and-biomes|5,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,5,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000495,Farmland,,1,0,True
k_geographic-feature-and-biomes|6,0,6,Geographic features and biomes,k_geographic-feature-and-biomes,6,https://vocab.destiny-evidence.org/geographic-feature-and-biomes/DSNY000663,"Freshwater (rivers, lakes)",,1,0,True
k_population-vulnerability|0,0,1,Population - Vulnerability,k_population-vulnerability,0,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000233,Chronic conditions (Vulnerability),,1,0,True
k_population-vulnerability|1,0,1,Population - Vulnerability,k_population-vulnerability,1,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000234,Disabled (Vulnerability),,1,0,True
k_population-vulnerability|2,0,1,Population - Vulnerability,k_population-vulnerability,2,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000235,Ethnic minorities (Vulnerability),,1,0,True
k_population-vulnerability|3,0,1,Population - Vulnerability,k_population-vulnerability,3,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000236,Frail elderly (Vulnerability),,1,0,True
k_population-vulnerability|4,0,1,Population - Vulnerability,k_population-vulnerability,4,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000237,Indigenous peoples (Vulnerability),,1,0,True
k_population-vulnerability|5,0,1,Population - Vulnerability,k_population-vulnerability,5,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000238,Infants / children (Vulnerability),,1,0,True
k_methods_sub_a_sub|1,0,1,Methods,k_methods_sub_a_sub,1,https://vocab.destiny-evidence.org/methods/DSNY000666,Living systematic review,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_methods_sub_a_sub|2,0,1,Methods,k_methods_sub_a_sub,2,https://vocab.destiny-evidence.org/methods/DSNY000554,Mixed-methods review,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_methods_sub_a_sub|4,0,1,Methods,k_methods_sub_a_sub,4,https://vocab.destiny-evidence.org/methods/DSNY000203,Rapid review,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_methods_sub_a_sub|5,0,1,Methods,k_methods_sub_a_sub,5,https://vocab.destiny-evidence.org/methods/DSNY000553,Realist review,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_methods_sub_a_sub|6,0,1,Methods,k_methods_sub_a_sub,6,https://vocab.destiny-evidence.org/methods/DSNY000204,Scoping review,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_methods_sub_a_sub|8,0,1,Methods,k_methods_sub_a_sub,8,https://vocab.destiny-evidence.org/methods/DSNY000200,Umbrella review / overview of reviews,https://vocab.destiny-evidence.org/methods/DSNY000201,3,0,True
k_population-age|1,0,12,Population - Age,k_population-age,1,https://vocab.destiny-evidence.org/population-age/DSNY000249,2. Infant (1-23 months),,1,1,False
k_population-age|2,0,12,Population - Age,k_population-age,2,https://vocab.destiny-evidence.org/population-age/DSNY000251,3. Child (2-12 years),,1,2,False
k_population-age|3,0,12,Population - Age,k_population-age,3,https://vocab.destiny-evidence.org/population-age/DSNY000254,4. Adolescent (13-18 years),,1,0,True
k_population-age_sub|0,0,0,Population - Age,k_population-age_sub,0,https://vocab.destiny-evidence.org/population-age/DSNY000250,Newborn infant,https://vocab.destiny-evidence.org/population-age/DSNY000249,2,0,True
k_population-vulnerability|10,0,1,Population - Vulnerability,k_population-vulnerability,10,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000243,Women (Vulnerability),,1,0,True
k_sectors|8,0,11,Sectors,k_sectors,8,https://vocab.destiny-evidence.org/sectors/DSNY000224,Military (Sector),,1,0,True
k_sectors|10,0,11,Sectors,k_sectors,10,https://vocab.destiny-evidence.org/sectors/DSNY000121,Social protection (Sector),,1,0,True
k_topic_sub|0,0,11,Topic,k_topic_sub,0,https://vocab.destiny-evidence.org/topic/DSNY000490,Maladaptation,https://vocab.destiny-evidence.org/topic/DSNY000052,2,0,True
k_topic_sub_a|0,0,2,Topic,k_topic_sub_a,0,https://vocab.destiny-evidence.org/topic/DSNY000054,Attribution,https://vocab.destiny-evidence.org/topic/DSNY000053,2,0,True
k_topic_sub_a|2,0,2,Topic,k_topic_sub_a,2,https://vocab.destiny-evidence.org/topic/DSNY000492,Loss and damage,https://vocab.destiny-evidence.org/topic/DSNY000053,2,0,True
k_climate-factors-climate-forcing-agents|0,0,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,0,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000611,(Unspecified) greenhouse gases,,1,0,True
k_climate-factors-climate-forcing-agents|2,0,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,2,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000614,Fluorinated gases / hydrofluorocarbons / perfluorocarbons / sulfur hexafluoride / nitrogen trifluoride,,1,0,True
k_climate-factors-climate-forcing-agents|4,0,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,4,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000616,Nitrous oxide (N₂O),,1,0,True
k_climate-factors-climate-forcing-agents|5,0,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,5,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000617,Ozone-depleting substances / chlorofluorocarbons / hydrochlorofluorocarbons / halons / carbon tetrachloride / methyl chloroform,,1,0,True
k_climate-factors-climate-forcing-agents|7,0,7,Climate factors - Climate forcing agents,k_climate-factors-climate-forcing-agents,7,https://vocab.destiny-evidence.org/climate-factors-climate-forcing-agents/DSNY000618,Tropospheric ozone (O₃),,1,0,True
k_climate-factors-extreme-weather-events|0,0,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,0,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000605,Droughts,,1,0,True
k_climate-factors-extreme-weather-events|1,0,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,1,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000606,Extreme cold,,1,0,True
k_climate-factors-extreme-weather-events|4,0,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,4,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000634,Extreme snow/ice events,,1,0,True
k_climate-factors-extreme-weather-events|6,0,10,Climate factors - Extreme weather events,k_climate-factors-extreme-weather-events,6,https://vocab.destiny-evidence.org/climate-factors-extreme-weather-events/DSNY000635,Sand and dust storms,,1,0,True
k_climate-factors-fossil-fuels|1,0,1,Climate factors - Fossil fuels,k_climate-factors-fossil-fuels,1,https://vocab.destiny-evidence.org/climate-factors-fossil-fuels/DSNY000620,Coal,,1,0,True
k_health-outcomes_sub_a_sub_c|2,0,0,Health - Outcomes,k_health-outcomes_sub_a_sub_c,2,https://vocab.destiny-evidence.org/health-outcomes/DSNY000351,Chikungunya,https://vocab.destiny-evidence.org/health-outcomes/DSNY000330,3,0,True
k_health-outcomes_sub_a_sub_c|3,0,0,Health - Outcomes,k_health-outcomes_sub_a_sub_c,3,https://vocab.destiny-evidence.org/health-outcomes/DSNY000337,Cystic echinococcosis,https://vocab.destiny-evidence.org/health-outcomes/DSNY000330,3,0,True
k_health-outcomes_sub_a_sub_c|4,0,0,Health - Outcomes,k_health-outcomes_sub_a_sub_c,4,https://vocab.destiny-evidence.org/health-outcomes/DSNY000336,Cysticercosis,https://vocab.destiny-evidence.org/health-outcomes/DSNY000330,3,0,True
k_health-outcomes_sub_a_sub_c|5,0,0,Health - Outcomes,k_health-outcomes_sub_a_sub_c,5,https://vocab.destiny-evidence.org/health-outcomes/DSNY000341,Dengue,https://vocab.destiny-evidence.org/health-outcomes/DSNY000330,3,0,True
k_health-outcomes_sub_a_sub_c|6,0,0,Health - Outcomes,k_health-outcomes_sub_a_sub_c,6,https://vocab.destiny-evidence.org/health-outcomes/DSNY000347,Ebola,https://vocab.destiny-evidence.org/health-outcomes/DSNY000330,3,0,True
k_health-outcomes_sub_a_sub_c|7,0,0,Health - Outcomes,k_health-outcomes_sub_a_sub_c,7,https://vocab.destiny-evidence.org/health-outcomes/DSNY000345,Food-borne trematodiases,https://vocab.destiny-evidence.org/health-outcomes/DSNY000330,3,0,True
k_health-outcomes_sub_a_sub_c|8,0,0,Health - Outcomes,k_health-outcomes_sub_a_sub_c,8,https://vocab.destiny-evidence.org/health-outcomes/DSNY000349,Guinea worm disease,https://vocab.destiny-evidence.org/health-outcomes/DSNY000330,3,0,True
k_actors|0,0,8,Actors,k_actors,0,https://vocab.destiny-evidence.org/actors/DSNY000162,1. Supranational and international organizations (Actor),,1,0,True
k_actors|2,0,8,Actors,k_actors,2,https://vocab.destiny-evidence.org/actors/DSNY000164,3. Private sector (Actor),,1,0,True
k_climate-factors-climate-drivers-variability|0,0,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,0,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000596,(Unspecified) changes in weather,,1,0,True
k_climate-factors-climate-drivers-variability|2,0,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,2,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000597,Changes in glacier / snow melt,,1,0,True
k_climate-factors-climate-drivers-variability|4,0,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,4,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000632,Changes in inland water bodies,,1,0,True
k_climate-factors-climate-drivers-variability|7,0,11,Climate factors - Climate drivers / variability,k_climate-factors-climate-drivers-variability,7,https://vocab.destiny-evidence.org/climate-factors-climate-drivers-variability/DSNY000601,Changes in season length,,1,0,True
k_population-vulnerability|7,0,1,Population - Vulnerability,k_population-vulnerability,7,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000240,Migrants (Vulnerability),,1,0,True
k_population-vulnerability|8,0,1,Population - Vulnerability,k_population-vulnerability,8,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000241,Occupation-based (Vulnerability),,1,0,True
k_population-vulnerability|9,0,1,Population - Vulnerability,k_population-vulnerability,9,https://vocab.destiny-evidence.org/population-vulnerability/DSNY000242,Pregnancy (Vulnerability),,1,0,True
